referentiel,tgv_ref,cible_ref,cible_intitule,relation,justification
ccb-cyberfundamentals,S05.05,BASIC_ID.AM-5.1,"The organization’s resources (hardware, devices, data, time, personnel, information, and software) shall be prioritized based on their classification, criticality, and business value.",tgv_plus_etroit,La classification de l'application et des actifs en DIC alimente la priorisation des ressources selon leur classification et valeur d'affaires.
ccb-cyberfundamentals,S05.06,IMPORTANT_PR.DS-3.2,"The organization shall enforce accountability for all its business-critical assets throughout the system lifecycle, including removal, transfers, and disposition.",tgv_plus_etroit,La restitution des actifs au terme du contrat alimente la responsabilité des actifs tout au long du cycle de vie incluant transferts et cessions.
ccb-cyberfundamentals,S05.07,IMPORTANT_PR.PT-2.1,The usage restriction of portable storage devices shall be ensured through an appropriate documented policy and supporting safeguards.,tgv_plus_etroit,L'encadrement des supports amovibles selon la classification de l'information alimente la restriction d'usage des supports portables par politique documentée.
ccb-cyberfundamentals,S05.08,BASIC_PR.DS-3.1,Assets and media shall be disposed of safely.,tgv_plus_etroit,La procédure de mise au rebut sécurisée des supports d'information alimente l'élimination sécuritaire des actifs et supports.
ccb-cyberfundamentals,S06.01,BASIC_PR.AC-4.1,[KEY MEASURE] Access permissions for users to the organization’s systems shall be defined and managed.,recoupement_partiel,La politique de gestion des accès de l'organisation alimente la définition et la gestion des permissions d'accès aux systèmes.
ccb-cyberfundamentals,S06.02,BASIC_PR.AC-4.2,[KEY MEASURE] It shall be identified who should have access to the organization's business's critical information and technology and the means to get access.,tgv_plus_etroit,Les règles de gestion des accès à l'application alimentent l'identification de qui doit avoir accès et des moyens d'accès.
ccb-cyberfundamentals,S06.03,BASIC_PR.AC-4.3,[KEY MEASURE] Employee access to data and information shall be limited to the systems and specific information they need to do their jobs (the principle of Least Privilege).,tgv_plus_etroit,Le contrôle limitant les accès aux seules composantes et informations spécifiquement autorisées alimente le principe du moindre privilège.
ccb-cyberfundamentals,S06.04,IMPORTANT_PR.AC-4.7,Priviliged users shall be managed and monitored.,tgv_plus_etroit,Les activités à privilèges élevés réservées à des comptes dédiés et contrôlés alimentent la gestion et la surveillance des utilisateurs privilégiés.
ccb-cyberfundamentals,S06.05,BASIC_PR.AC-1.1,[KEY MEASURE] Identities and credentials for authorized devices and users shall be managed.,tgv_plus_etroit,La gestion du niveau de complexité des mots de passe alimente la gestion des identifiants et justificatifs des utilisateurs autorisés.
ccb-cyberfundamentals,S06.06,PR.AC-1.4,"For transactions within the organization's critical systems, the organization shall implement: • multi-factor end-user authentication (MFA or ""strong authentication""). • certificate-based authentication for system-to-system communications",tgv_plus_etroit,L'obligation d'authentification multifacteur (AMF) alimente l'exigence de MFA pour les transactions sur les systèmes critiques.
ccb-cyberfundamentals,S06.07,BASIC_PR.AC-1.1,[KEY MEASURE] Identities and credentials for authorized devices and users shall be managed.,recoupement_partiel,Le mécanisme d'authentification par protocoles sécurisés modernes et fédérations d'identités alimente la gestion des identifiants et justificatifs.
ccb-cyberfundamentals,S06.09,BASIC_PR.AC-1.1,[KEY MEASURE] Identities and credentials for authorized devices and users shall be managed.,tgv_plus_etroit,La capacité de chaque utilisateur à changer son mot de passe alimente la gestion du cycle de vie des justificatifs.
ccb-cyberfundamentals,S06.10,PR.AC-6.2,"The organization shall ensure the use of unique credentials bound to each verified user, device, and process interacting with the organization's critical systems; make sure that they are authenticated, and that the unique identifiers are captured when performing system interactions.",recoupement_partiel,L'authentification des communications inter-composantes avec le minimum de privilèges alimente l'usage de justificatifs uniques authentifiés pour les processus et dispositifs.
ccb-cyberfundamentals,S06.12,IMPORTANT_PR.AC-4.5,"Where feasible, automated mechanisms shall be implemented to support the management of user accounts on the organisation's critical systems, including disabling, monitoring, reporting and deleting user accounts.",recoupement_partiel,"Les fonctionnalités facilitant la revue des accès alimentent la gestion, la surveillance et le rapport des comptes utilisateurs."
ccb-cyberfundamentals,S06.13,BASIC_PR.AC-4.1,[KEY MEASURE] Access permissions for users to the organization’s systems shall be defined and managed.,tgv_plus_etroit,La gestion des accès par profils basés sur les fonctionnalités attribuant les seuls accès nécessaires alimente la définition et gestion des permissions d'accès.
ccb-cyberfundamentals,S06.16,PR.AC-1.5,The organization’s critical systems shall be monitored for atypical use of system credentials. Credentials associated with significant risk shall be disabled.,recoupement_partiel,La désactivation d'un identifiant après cinq échecs de connexion alimente la désactivation des justificatifs associés à un risque significatif.
ccb-cyberfundamentals,S06.18,PR.AC-6.2,"The organization shall ensure the use of unique credentials bound to each verified user, device, and process interacting with the organization's critical systems; make sure that they are authenticated, and that the unique identifiers are captured when performing system interactions.",tgv_plus_etroit,L'absence de comptes génériques alimente l'exigence de justificatifs uniques liés à chaque utilisateur vérifié.
ccb-cyberfundamentals,S06.19,PR.AC-1.3,System credentials shall be deactivated after a specified period of inactivity unless it would compromise the safe operation of (critical) processes.,recoupement_partiel,La déconnexion automatique d'une session après inactivité alimente la désactivation des justificatifs système après une période d'inactivité définie.
ccb-cyberfundamentals,S06.23,PR.AC-1.5,The organization’s critical systems shall be monitored for atypical use of system credentials. Credentials associated with significant risk shall be disabled.,tgv_plus_etroit,La détection et mitigation des attaques par bourrage de justificatifs ou dictionnaire alimente la surveillance de l'usage atypique des justificatifs.
ccb-cyberfundamentals,S07.01,PR.DS-1.1,The organization shall protect its critical system information determined to be critical/ sensitive while at rest.,recoupement_partiel,Le chiffrement des données sensibles lors de leur entreposage alimente la protection des informations critiques au repos.
ccb-cyberfundamentals,S07.01,PR.DS-2.1,The organization shall protect its critical system information determined to be critical when in transit.,recoupement_partiel,Le chiffrement des données sensibles lors de leurs communications alimente la protection des informations critiques en transit.
ccb-cyberfundamentals,S07.02,PR.DS-2.1,The organization shall protect its critical system information determined to be critical when in transit.,tgv_plus_etroit,Le chiffrement et l'authentification mutuelle des communications entre composantes alimentent la protection des informations en transit.
ccb-cyberfundamentals,S08.02,BASIC_PR.AC-2.1,"Physical access to the facility, servers and network components shall be managed.",tgv_plus_etroit,"Le contrôle d'accès et les mesures de protection physiques des locaux d'hébergement alimentent la gestion de l'accès physique aux installations, serveurs et composants réseau."
ccb-cyberfundamentals,S08.03,BASIC_PR.AC-2.1,"Physical access to the facility, servers and network components shall be managed.",recoupement_partiel,Le contrôle d'accès des locaux des développeurs et du personnel de maintenance alimente la gestion de l'accès physique aux installations.
ccb-cyberfundamentals,S08.04,IMPORTANT_PR.MA-1.2,"The organization shall plan, perform and document preventive maintenance and repairs on its critical system components according to approved processes and tools.",tgv_plus_etroit,L'entretien approprié du matériel hébergeant l'application garantissant disponibilité et intégrité alimente la maintenance préventive documentée des composants critiques.
ccb-cyberfundamentals,S09.05,BASIC_PR.IP-4.1,[KEY MEASURE] Backups for organization's business critical data shall be conducted and stored on a system different from the device on which the original data resides,tgv_plus_etroit,Le système de sauvegarde à l'abri des rançongiciels alimente la réalisation de sauvegardes stockées sur un système distinct de l'original.
ccb-cyberfundamentals,S09.06,BASIC_PR.IP-4.1,[KEY MEASURE] Backups for organization's business critical data shall be conducted and stored on a system different from the device on which the original data resides,tgv_plus_etroit,Les stratégies de sauvegarde permettant une récupération complète ou partielle des données alimentent la réalisation de sauvegardes des données critiques.
ccb-cyberfundamentals,S09.07,IMPORTANT_PR.IP-3.1,Changes shall be tested and validated before being implemented into operational systems.,tgv_plus_etroit,Le processus documenté de gestion des changements alimente le contrôle des changements testés et validés avant implémentation.
ccb-cyberfundamentals,S09.09,IMPORTANT_PR.IP-12.1,The organization shall establish and maintain a documented process that allows continuous review of vulnerabilities and strategies to mitigate them.,equivalent,Le plan de gestion continue des vulnérabilités correspond au processus documenté permettant la revue continue des vulnérabilités et des stratégies de mitigation.
ccb-cyberfundamentals,S09.09,IMPORTANT_RS.AN-5.1,"[KEY MEASURE] The organization shall implement vulnerability management processes and procedures that include processing, analyzing and remedying vulnerabilities from internal and external sources.",tgv_plus_etroit,"Le plan de gestion continue des vulnérabilités alimente les processus de traitement, d'analyse et de correction des vulnérabilités provenant de sources internes et externes (mesure clé)."
ccb-cyberfundamentals,S09.10,BASIC_PR.MA-1.1,[KEY MEASURE] Patches and security updates for Operating Systems and critical system components shall be installed.,tgv_plus_etroit,L'application rapide des correctifs de sécurité de toute composante alimente l'installation des correctifs et mises à jour de sécurité.
ccb-cyberfundamentals,S10.01,BASIC_DE.CM-3.1,End point and network protection tools to monitor end-user behavior for dangerous activity shall be implemented.,recoupement_partiel,La fonction EDR de la solution alimente les outils de protection des terminaux et du réseau surveillant les comportements dangereux.
